Gene ID	Gene Name	ERR2707370	ERR2707361	ERR2707363	ERR2707367	ERR2707372	ERR2707365	ERR2707366	ERR2707368	ERR2707362	ERR2707369	ERR2707364	ERR2707371
ENSG00000171467	ZNF318	713	506	294	723	1148	146	394	444	642	651	374	748
ENSG00000171469	ZNF561	274	373	263	193	491	102	196	171	443	203	208	309
ENSG00000171475	WIPF2	1068	1282	825	865	1784	489	1230	610	1589	801	1129	1303
ENSG00000171476	HOPX	0	0	0	0	0	2	6	0	0	0	2	0
ENSG00000171478	SPACA5B	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171481	OR1L3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171483	SSX6P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171487	NLRP5	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000171488	LRRC8C	332	1118	801	425	558	151	386	302	1589	413	397	431
ENSG00000171489	SPACA5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171490	RSL1D1	3006	4859	3294	2578	4803	667	1623	3245	6503	3784	1601	3192
ENSG00000171492	LRRC8D	482	1482	994	626	866	367	769	621	2018	727	861	517
ENSG00000171495	MROH2B	0	0	1	0	0	0	1	0	1	0	0	0
ENSG00000171496	OR1L8	0	0	1	2	1	4	1	0	3	0	5	1
ENSG00000171497	PPID	767	390	218	746	1394	78	153	864	489	980	187	853
ENSG00000171501	OR1N2	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000171502	COL24A1	2	4	1	2	6	3	6	0	6	0	4	3
ENSG00000171503	ETFDH	304	112	84	214	529	42	100	250	149	271	112	337
ENSG00000171505	OR1N1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171509	RXFP1	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000171517	LPAR3	236	462	285	518	351	41	93	453	581	568	105	218
ENSG00000171522	PTGER4	386	727	477	293	608	240	483	217	931	280	528	424
ENSG00000171530	TBCA	1538	1067	791	487	2832	295	565	1156	1409	1331	726	1723
ENSG00000171532	NEUROD2	1	12	11	1	0	2	2	0	16	0	3	0
ENSG00000171533	MAP6	10	16	11	6	24	3	15	2	11	5	14	12
ENSG00000171540	OTP	4	0	0	2	6	0	0	0	0	1	2	5
ENSG00000171551	ECEL1	39	0	0	19	85	0	0	16	0	12	0	49
ENSG00000171552	BCL2L1	3563	1551	1006	1802	6182	757	1749	1945	1849	2026	1656	4275
ENSG00000171557	FGG	1	0	0	0	3	1	0	0	0	2	1	2
ENSG00000171560	FGA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171561	OR2AT4	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000171564	FGB	0	0	0	0	3	0	0	0	0	1	0	1
ENSG00000171566	PLRG1	665	1267	877	1028	1283	305	630	1139	1719	1327	712	787
ENSG00000171570	RAB4B-EGLN2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171574	ZNF584	137	139	117	129	263	24	71	116	213	139	59	183
ENSG00000171587	DSCAM	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171595	DNAI2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171596	NMUR1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171603	CLSTN1	2241	12014	7755	2710	4133	2419	6270	1977	14866	2261	5932	2781
ENSG00000171604	CXXC5	133	121	100	57	251	203	395	68	144	74	393	153
ENSG00000171606	ZNF274	157	288	178	88	288	125	274	75	343	101	256	180
ENSG00000171608	PIK3CD	35	37	19	25	61	20	30	16	26	19	34	35
ENSG00000171611	PTCRA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171612	SLC25A33	190	230	173	146	333	50	105	177	339	191	122	207
ENSG00000171617	ENC1	351	1168	719	322	556	319	809	214	1448	304	770	363
ENSG00000171621	SPSB1	87	577	399	57	148	212	436	41	716	78	403	86
ENSG00000171631	P2RY6	5	6	5	1	12	3	12	3	4	0	10	7
ENSG00000171634	BPTF	1818	935	588	1399	2833	294	708	937	1123	1270	736	2186
ENSG00000171643	S100Z	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171649	ZIK1	2	0	0	0	1	0	0	0	0	2	2	1
ENSG00000171657	GPR82	3	0	0	0	2	1	0	0	1	0	0	0
ENSG00000171658	NMRAL2P	32	28	17	42	69	5	12	30	38	39	11	42
ENSG00000171659	GPR34	0	0	0	0	0	1	0	0	0	1	1	0
ENSG00000171671	SHANK2-AS3	0	0	0	3	0	0	1	0	0	0	0	0
ENSG00000171680	PLEKHG5	59	1196	753	77	115	160	359	52	1466	44	356	78
ENSG00000171681	ATF7IP	981	941	654	835	1639	388	926	604	1156	836	951	1089
ENSG00000171695	LKAAEAR1	2	0	0	0	4	0	1	1	0	1	0	1
ENSG00000171700	RGS19	288	659	443	283	545	197	372	292	791	340	422	325
ENSG00000171703	TCEA2	356	174	141	216	747	111	259	239	227	236	230	437
ENSG00000171711	DEFB4A	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171714	ANO5	0	1	0	3	2	0	2	1	1	0	0	4
ENSG00000171720	HDAC3	1100	1334	885	1020	1965	349	721	1203	1682	1362	785	1409
ENSG00000171722	SPATA46	0	1	1	5	3	0	8	1	3	1	7	4
ENSG00000171723	GPHN	203	534	283	221	318	71	159	185	618	248	178	230
ENSG00000171724	VAT1L	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171729	TMEM51	102	370	302	94	221	135	238	85	508	107	320	122
ENSG00000171735	CAMTA1	664	390	295	253	1170	132	323	378	533	421	355	807
ENSG00000171747	LGALS4	3	5	6	1	10	4	7	3	6	0	10	6
ENSG00000171757	LRRC34	1	19	6	3	2	5	2	0	17	3	5	1
ENSG00000171759	PAH	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000171763	SPATA5L1	288	479	338	310	603	125	221	304	674	312	221	385
ENSG00000171766	GATM	38	282	179	9	63	181	331	11	339	15	374	50
ENSG00000171772	SYCE1	0	2	0	1	0	0	2	1	1	0	1	2
ENSG00000171773	NXNL1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171777	RASGRP4	1	0	1	0	4	0	2	0	0	0	1	2
ENSG00000171786	NHLH1	9	1	0	2	14	4	3	3	2	6	4	8
ENSG00000171790	SLFNL1	13	14	20	14	25	5	31	10	27	13	19	22
ENSG00000171791	BCL2	24	213	100	81	67	30	81	41	224	66	78	36
ENSG00000171792	RHNO1	632	820	570	429	1205	276	490	494	1025	582	696	781
ENSG00000171793	CTPS1	879	3871	2527	1099	1453	714	1729	1014	4986	1180	1759	998
ENSG00000171794	UTF1	0	0	0	0	3	0	3	0	0	0	0	0
ENSG00000171798	KNDC1	19	1	1	12	28	1	13	10	0	15	13	24
ENSG00000171804	WDR87	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000171806	METTL18	137	139	94	50	243	50	116	83	154	99	99	144
ENSG00000171811	CFAP46	1	0	0	0	2	0	0	0	0	0	0	0
ENSG00000171812	COL8A2	20	51	52	10	31	14	17	3	65	15	21	14
ENSG00000171813	PWWP2B	326	684	504	315	661	247	617	238	924	312	575	431
ENSG00000171815	PCDHB1	6	0	0	5	13	0	0	3	0	3	0	3
ENSG00000171817	ZNF540	9	5	3	2	20	0	2	0	2	5	1	9
ENSG00000171819	ANGPTL7	0	0	1	3	2	1	1	1	1	1	0	0
ENSG00000171823	FBXL14	196	414	229	206	363	123	264	170	459	192	276	243
ENSG00000171824	EXOSC10	713	1657	1101	664	1297	414	962	581	2149	706	959	849
ENSG00000171827	ZNF570	24	5	1	3	28	2	3	6	6	3	0	31
ENSG00000171840	NINJ2	0	26	21	1	1	36	60	1	29	0	65	0
ENSG00000171843	MLLT3	99	176	108	84	193	81	208	79	228	110	220	125
ENSG00000171847	FAM90A1	1	0	0	1	1	0	2	0	1	0	1	0
ENSG00000171848	RRM2	1754	569	393	816	2910	242	525	762	712	905	579	1921
ENSG00000171853	TRAPPC12	808	294	171	610	1382	86	191	540	345	535	170	1009
ENSG00000171855	IFNB1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000171858	RPS21	6529	10432	7038	2699	13398	2489	6069	7123	13689	6901	6299	8299
ENSG00000171860	C3AR1	0	1	1	0	0	1	0	0	1	0	0	0
ENSG00000171861	MRM3	262	123	98	175	460	27	69	223	214	223	77	298
ENSG00000171862	PTEN	657	1051	725	716	1207	358	813	730	1271	887	894	869
ENSG00000171863	RPS7	5571	2000	1304	2742	9821	482	1085	5142	2481	5413	1120	6310
ENSG00000171864	PRND	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171865	RNASEH1	641	216	147	530	1101	49	131	591	309	654	130	768
ENSG00000171867	PRNP	2247	8241	5613	5194	3985	1317	2775	5804	10746	6866	3132	2591
ENSG00000171872	KLF17	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000171873	ADRA1D	9	9	7	14	15	7	25	22	10	25	16	13
ENSG00000171877	FRMD5	229	267	207	185	383	84	198	157	371	198	217	307
ENSG00000171885	AQP4	0	0	0	0	1	4	0	0	1	0	1	0
ENSG00000171889	MIR31HG	20	0	0	10	53	0	0	13	0	14	0	38
ENSG00000171903	CYP4F11	244	42	35	325	471	9	26	316	75	339	18	299
ENSG00000171914	TLN2	380	996	553	265	576	383	980	182	1226	213	903	419
ENSG00000171916	LGALS9C	22	1	0	7	31	0	0	2	0	4	0	17
ENSG00000171928	TVP23B	241	206	153	216	423	53	129	294	274	349	146	309
ENSG00000171931	FBXW10	1	0	0	0	1	0	0	0	0	0	1	2
ENSG00000171936	OR10H3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171940	ZNF217	1287	934	582	926	2041	540	1202	702	1223	810	1109	1374
ENSG00000171942	OR10H2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171943	SRGAP2C	35	36	22	26	58	18	42	29	66	29	39	37
ENSG00000171944	OR52A5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171951	SCG2	105	15	7	32	171	6	24	44	17	40	15	125
ENSG00000171953	ATPAF2	341	205	147	328	592	73	146	347	269	408	135	419
ENSG00000171954	CYP4F22	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171956	FOXB1	0	0	0	1	4	0	2	0	0	0	0	3
ENSG00000171960	PPIH	355	803	599	329	703	195	391	494	1145	527	361	500
ENSG00000171962	DRC3	44	21	14	24	52	12	12	26	32	18	36	53
ENSG00000171970	ZNF57	68	112	65	49	112	21	48	62	113	72	56	94
ENSG00000171984	SHLD1	64	86	73	24	87	48	81	31	137	39	88	69
ENSG00000171987	C11orf40	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171988	JMJD1C	1030	877	584	672	1649	356	792	495	1166	632	789	1196
ENSG00000171989	LDHAL6B	11	1	0	1	12	2	2	3	2	4	5	3
ENSG00000171992	SYNPO	297	203	111	20	474	193	500	13	194	26	410	336
ENSG00000171999	OR52P2P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172000	ZNF556	46	0	6	35	85	1	0	48	11	44	2	64
ENSG00000172005	MAL	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172006	ZNF554	87	10	9	75	167	10	14	48	16	50	13	122
ENSG00000172007	RAB33B	122	48	36	84	190	14	32	85	71	106	45	117
ENSG00000172009	THOP1	1172	1924	1193	1207	2107	377	839	1072	2323	1157	800	1398
ENSG00000172014	ANKRD20A4P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172016	REG3A	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000172020	GAP43	16	25	9	13	14	6	5	10	13	17	5	13
ENSG00000172023	REG1B	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000172031	EPHX4	102	72	41	76	190	25	57	78	89	76	41	113
ENSG00000172037	LAMB2	2306	0	1	1443	4292	2	6	1039	0	1159	4	2718
ENSG00000172046	USP19	1292	1313	806	1251	2228	389	993	904	1604	959	862	1492
ENSG00000172053	QARS1	2592	2412	1577	2390	4363	700	1685	2254	3051	2686	1567	3001
ENSG00000172057	ORMDL3	921	926	598	826	1649	346	831	881	1183	1041	846	1088
ENSG00000172058	SERF1A	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172059	KLF11	284	67	70	104	507	44	86	67	115	67	92	334
ENSG00000172061	LRRC15	1	1	0	0	0	0	0	1	1	0	0	0
ENSG00000172062	SMN1	62	39	28	59	118	4	23	69	74	97	14	71
ENSG00000172071	EIF2AK3	545	252	185	528	1024	113	287	516	306	571	245	679
ENSG00000172073	TEX37	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000172081	MOB3A	236	434	283	237	424	95	229	189	537	208	181	306
ENSG00000172086	KRCC1	345	65	53	31	599	112	166	40	88	58	237	399
ENSG00000172113	NME6	247	417	262	229	371	100	190	251	562	317	224	271
ENSG00000172115	CYCS	3673	3668	2668	1817	6445	798	1496	3366	5306	4004	1749	4065
ENSG00000172116	CD8B	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172123	SLFN12	103	141	88	89	169	58	160	51	170	80	140	105
ENSG00000172137	CALB2	396	0	0	735	718	1	0	950	1	1009	1	447
ENSG00000172139	SLC9C1	0	0	1	1	1	0	6	0	0	0	1	1
ENSG00000172146	OR1A1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172148	OR7A2P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172150	OR1A2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172154	OR8I2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172155	LCE1D	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172156	CCL11	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000172159	FRMD3	95	52	25	8	162	2	14	19	84	17	18	118
ENSG00000172164	SNTB1	126	148	76	43	215	225	379	40	156	60	459	131
ENSG00000172167	MTBP	491	556	393	488	922	149	271	462	745	628	349	529
ENSG00000172171	TEFM	191	124	97	125	300	38	101	165	172	205	75	191
ENSG00000172172	MRPL13	1508	1323	894	693	2383	493	1074	1028	1900	1206	1116	1576
ENSG00000172175	MALT1	224	478	297	326	418	100	251	273	576	332	256	260
ENSG00000172179	PRL	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172183	ISG20	191	53	34	93	348	60	135	165	61	140	163	251
ENSG00000172186	HMGN1P35	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172188	OR4C11	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172197	MBOAT1	39	193	131	49	80	166	293	28	294	47	369	61
ENSG00000172199	OR8U1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172201	ID4	1	0	0	0	9	0	0	1	0	5	2	8
ENSG00000172208	OR4X2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172209	GPR22	1	0	0	0	0	3	1	0	0	0	1	0
ENSG00000172215	CXCR6	7	1	4	11	10	3	4	6	5	11	1	4
ENSG00000172216	CEBPB	727	1319	946	1023	1404	708	1471	841	1634	895	1683	972
ENSG00000172232	AZU1	0	0	0	1	1	0	0	1	0	0	0	0
ENSG00000172236	TPSAB1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172238	ATOH1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172239	PAIP1	1494	1593	1066	1149	2670	370	747	1383	2041	1475	949	1664
ENSG00000172243	CLEC7A	0	1	2	0	0	0	1	0	4	0	0	0
ENSG00000172244	C5orf34	294	287	173	203	509	107	253	222	425	241	210	315
ENSG00000172247	C1QTNF4	0	0	0	0	1	0	1	0	0	0	1	0
ENSG00000172250	SERHL	2	9	4	7	2	1	3	3	12	5	2	2
ENSG00000172260	NEGR1	24	1	1	5	34	0	0	3	2	2	0	28
ENSG00000172262	ZNF131	899	1240	863	650	1496	344	687	596	1657	788	785	1067
ENSG00000172264	MACROD2	28	20	13	3	45	8	15	10	22	6	16	27
ENSG00000172269	DPAGT1	862	1095	768	687	1464	186	448	661	1451	770	456	937
ENSG00000172270	BSG	9888	14115	9675	8248	18436	3366	7209	9148	17331	9248	7612	11796
ENSG00000172273	HINFP	433	274	216	210	802	84	204	219	377	264	204	533
ENSG00000172283	PRYP4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172288	CDY1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172289	OR10V1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172292	CERS6	508	1203	651	686	785	241	423	558	1419	717	584	594
ENSG00000172294	CSPG4P4Y	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172296	SPTLC3	41	509	366	15	67	447	995	14	689	24	902	35
ENSG00000172297	GOLGA2P3Y	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000172301	COPRS	618	423	268	367	1167	100	226	562	573	566	251	790
ENSG00000172315	TP53RK	352	714	513	231	558	211	388	309	938	311	458	359
ENSG00000172318	B3GALT1	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000172320	OR5A1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172322	CLEC12A	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000172324	OR5A2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172331	BPGM	114	247	172	85	188	53	111	96	339	117	120	142
ENSG00000172336	POP7	606	754	542	476	1168	186	344	686	965	751	431	801
ENSG00000172339	ALG14	139	191	129	76	267	68	142	94	236	122	164	176
ENSG00000172340	SUCLG2	544	733	479	276	995	295	555	292	976	348	702	626
ENSG00000172342	CSPG4P3Y	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172345	STARD5	16	121	106	31	20	10	33	28	179	40	40	24
ENSG00000172346	CSDC2	2	0	1	0	1	2	4	1	0	0	3	0
ENSG00000172348	RCAN2	0	0	0	0	2	0	0	1	0	0	0	1
ENSG00000172349	IL16	2	15	3	5	2	8	16	2	11	0	17	3
ENSG00000172350	ABCG4	2	0	0	1	8	0	0	2	0	2	1	2
ENSG00000172352	CDY1B	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172354	GNB2	2511	4436	2938	2233	4857	1394	2914	1945	5490	2272	3124	3279
ENSG00000172361	CFAP53	33	4	2	14	48	0	8	9	2	17	8	21
ENSG00000172362	OR5B12	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000172365	OR5B2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172366	MCRIP2	669	1156	834	460	1296	383	873	553	1503	500	747	840
ENSG00000172367	PDZD3	1	0	0	0	2	0	0	0	0	0	1	0
ENSG00000172375	C2CD2L	422	133	108	331	825	45	113	257	171	289	101	509
ENSG00000172377	OR9I1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172379	ARNT2	115	57	33	71	143	11	12	83	66	87	19	131
ENSG00000172380	GNG12	1801	2492	1589	1651	2732	594	1363	1317	3247	1667	1401	1849
ENSG00000172382	PRSS27	30	8	3	19	85	8	11	17	5	21	11	27
ENSG00000172399	MYOZ2	0	0	2	0	0	0	0	0	1	0	1	0
ENSG00000172403	SYNPO2	7	26	16	2	11	14	18	0	42	2	21	5
ENSG00000172404	DNAJB7	1	0	2	1	0	3	0	0	0	3	2	3
ENSG00000172409	CLP1	501	505	326	324	807	137	272	383	650	433	308	535
ENSG00000172410	INSL5	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172421	EFCAB3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172425	TTC36	10	0	0	6	20	0	1	3	3	2	3	12
ENSG00000172426	RSPH9	7	9	6	7	12	1	2	8	5	4	1	6
ENSG00000172428	COPS9	375	429	316	152	813	136	347	463	577	378	362	439
ENSG00000172432	GTPBP2	1001	738	526	1036	1830	282	620	1047	970	1158	690	1240
ENSG00000172456	FGGY	71	92	52	24	120	39	67	33	89	38	74	87
ENSG00000172457	OR9G4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172458	IL17D	3	20	13	7	11	5	9	3	31	2	10	10
ENSG00000172459	OR5AR1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172460	PRSS30P	20	2	0	7	29	3	9	1	4	7	10	14
ENSG00000172461	FUT9	13	4	1	11	13	1	7	5	0	8	3	19
ENSG00000172464	OR5AP2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172465	TCEAL1	273	231	145	98	498	55	99	181	288	209	150	277
ENSG00000172466	ZNF24	698	1528	958	1103	1135	334	595	866	1909	1157	754	751
ENSG00000172468	HSFY1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172469	MANEA	292	344	215	307	490	71	125	249	517	367	173	345
ENSG00000172476	RAB40A	9	12	6	6	12	7	8	4	11	5	10	7
ENSG00000172478	MAB21L4	47	0	1	32	100	5	21	24	3	32	9	77
ENSG00000172482	AGXT	5	0	0	0	11	0	0	1	0	0	0	1
ENSG00000172487	OR8J1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172489	OR5T3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172493	AFF1	830	631	355	650	1238	256	538	425	711	525	616	987
ENSG00000172497	ACOT12	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172500	FIBP	914	1073	792	835	1585	304	675	1012	1331	1034	628	1100
ENSG00000172508	CARNS1	10	3	3	6	19	4	9	12	9	5	8	20
ENSG00000172519	OR10H5	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000172530	BANP	198	278	165	143	358	79	138	125	303	125	167	268
ENSG00000172531	PPP1CA	2907	4507	3055	2451	5144	1167	2806	2953	5665	3090	2736	3344
ENSG00000172534	HCFC1	2082	2462	1567	2099	3315	603	2057	1258	2809	1573	1622	2500
ENSG00000172538	FAM170B	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172543	CTSW	1	0	1	4	1	1	1	0	1	0	3	1
ENSG00000172548	NIPAL4	2	184	128	17	8	2	2	14	243	6	5	11
ENSG00000172551	MUCL1	1	9	11	0	4	2	3	0	19	0	5	1
ENSG00000172554	SNTG2	0	0	0	1	1	0	0	0	0	0	0	1
ENSG00000172568	FNDC9	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000172572	PDE3A	7639	3	1	2741	12824	9	14	1930	3	2791	15	9025
ENSG00000172575	RASGRP1	15	6	3	21	31	5	5	21	4	23	7	19
ENSG00000172578	KLHL6	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000172586	CHCHD1	529	536	334	268	1029	166	319	507	726	523	419	636
ENSG00000172590	MRPL52	735	1418	997	395	1273	343	833	843	1969	901	776	797
ENSG00000172594	SMPDL3A	47	296	211	45	93	69	133	50	376	68	155	53
ENSG00000172602	RND1	16	9	4	14	34	10	41	8	9	9	25	16
ENSG00000172613	RAD9A	285	425	336	241	622	154	340	226	632	238	395	386
ENSG00000172638	EFEMP2	18	18	16	24	54	14	58	12	30	18	33	39
ENSG00000172640	OR10AD1	3	1	2	1	1	5	4	0	3	0	3	3
ENSG00000172650	AGAP5	2	0	1	2	6	2	1	0	4	2	1	5
ENSG00000172661	WASHC2C	124	232	115	130	226	58	177	116	276	133	148	170
ENSG00000172663	TMEM134	393	509	353	204	794	186	384	239	616	249	377	485
ENSG00000172667	ZMAT3	98	175	96	151	195	25	66	147	222	178	58	131
ENSG00000172671	ZFAND4	88	65	35	66	132	13	22	59	83	77	38	114
ENSG00000172673	THEMIS	2	0	0	0	0	0	0	0	1	0	0	2
ENSG00000172680	MOS	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172687	ZNF738	220	133	87	113	431	61	131	101	185	121	154	284
ENSG00000172689	MS4A10	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172716	SLFN11	1023	75	53	1123	1692	18	50	918	122	1161	36	1198
ENSG00000172717	FAM71D	0	1	0	0	1	1	2	0	1	0	2	3
ENSG00000172724	CCL19	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172725	CORO1B	2747	3274	2142	1646	5205	1331	2657	1724	3999	1737	2782	3356
ENSG00000172728	FUT10	145	233	161	168	249	41	78	153	291	185	63	165
ENSG00000172731	LRRC20	388	221	145	424	676	31	134	370	291	373	100	499
ENSG00000172732	MUS81	544	667	463	597	920	186	440	605	856	537	474	634
ENSG00000172733	PURG	0	0	0	3	0	0	0	1	0	0	0	1
ENSG00000172738	TMEM217	5	13	5	3	4	8	15	3	15	4	24	9
ENSG00000172742	OR4D9	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000172746	RPL12P13	2	0	2	1	2	0	2	2	5	2	1	1
ENSG00000172748	ZNF596	43	14	11	17	71	12	47	11	16	17	33	50
ENSG00000172752	COL6A5	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000172757	CFL1	9462	20449	13527	8284	17146	4628	10638	11497	24847	12090	10972	11859
ENSG00000172765	TMCC1	519	454	264	355	936	209	500	313	535	422	472	605
ENSG00000172766	NAA16	283	532	407	155	456	186	284	152	777	147	437	260
ENSG00000172769	OR5B3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172771	EFCAB12	2	1	1	3	11	0	5	1	1	1	0	2
ENSG00000172772	OR10W1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172775	PSME3IP1	1427	1818	1240	854	2651	531	1317	1194	2235	1257	1295	1641
ENSG00000172780	RAB43	65	72	42	73	112	15	44	55	58	62	41	86
ENSG00000172782	FADS6	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000172785	CBWD1	75	50	36	71	184	19	49	108	90	110	48	101
ENSG00000172789	HOXC5	1	0	1	2	0	0	0	1	0	0	1	2
ENSG00000172794	RAB37	32	100	84	0	61	266	637	2	108	1	602	42
ENSG00000172795	DCP2	477	592	443	621	819	150	327	433	745	567	356	592
ENSG00000172799	ZBTB8OSP2	14	0	0	5	31	0	0	13	0	17	0	17
ENSG00000172803	SNX32	5	14	4	8	13	11	21	7	21	8	7	7
ENSG00000172809	RPL38	4121	4643	3063	1745	7908	961	2634	4984	6254	5583	2447	4742
ENSG00000172817	CYP7B1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172818	OVOL1	0	82	56	1	2	37	37	0	110	0	76	2
ENSG00000172819	RARG	623	1851	1280	542	1038	749	1514	470	2422	507	1669	736
ENSG00000172824	CES4A	0	28	28	0	0	31	64	0	57	0	51	0
ENSG00000172828	CES3	139	4	5	35	181	0	0	37	5	34	3	134
ENSG00000172830	SSH3	1272	2451	1673	1155	2224	817	1858	1037	3121	1189	1775	1622
ENSG00000172831	CES2	722	1479	908	608	1097	327	669	505	1868	611	723	787
ENSG00000172840	PDP2	261	404	249	277	421	47	161	208	520	264	151	306
ENSG00000172845	SP3	1550	1566	1021	1080	2586	625	1127	956	2085	1318	1310	1835
ENSG00000172867	KRT2	0	2	1	0	0	0	1	0	2	0	0	0
ENSG00000172869	DMXL1	393	284	172	274	696	99	200	197	361	332	242	456
ENSG00000172878	METAP1D	131	91	72	39	199	30	72	47	111	52	87	142
ENSG00000172888	ZNF621	554	334	235	681	938	98	168	434	434	545	205	652
ENSG00000172889	EGFL7	600	235	143	486	1188	77	175	590	301	562	161	768
ENSG00000172890	NADSYN1	1176	848	630	1127	2116	256	730	1019	1145	1183	717	1401
ENSG00000172893	DHCR7	1071	1869	1243	1481	2104	283	538	1263	2566	1384	588	1424
ENSG00000172900	ACTE1P	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000172901	LVRN	6	7	1	1	11	6	8	0	6	0	6	7
ENSG00000172912	COX6B1P3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172915	NBEA	247	82	57	97	427	70	153	76	115	117	121	300
ENSG00000172922	RNASEH2C	1194	513	389	551	2188	139	308	923	664	1014	280	1459
ENSG00000172927	MYEOV	2606	860	579	1573	4630	390	854	1675	1055	1885	969	3099
